datatime,WROT_TemAxis1Ctrl,WROT_TemAxis2Ctrl,WROT_TemAxis3Ctrl,WROT_PtCapTemBl1,WROT_PtCapTemBl2,WROT_PtCapTemBl3,WROT_TemB1Mot,WROT_TemB2Mot,WROT_TemB3Mot,WROT_TemHub,WROT_TemHub2,WROT_TemHub3,WROT_Pitch1CapHighVol,WROT_Pitch2CapHighVol,WROT_Pitch3CapHighVol,WROT_CurBlade1Motor,WROT_CurBlade2Motor,WROT_CurBlade3Motor,WROT_Blade1Position,WROT_Blade2Position,WROT_Blade3Position,WROT_TemBlade1Inver,WROT_TemBlade2Inver,WROT_TemBlade3Inver,WTRM_TemGeaOil,WTRM_TemGeaMSDE,WTRM_TemGeaZSDE,WTRM_GBoxOilPmpP,WTRM_TemGBoxOilE,WTRM_GBoxColIntTem,WCNV_GridPPower,WCNV_GridQPower,WWPP_APProduction,WGEN_TemGenDriEnd,WGEN_TemGenNonDE,WGEN_TemGenStaU,WGEN_TemGenStaV,WGEN_TemGenStaW,WGEN_TemGenStaU2,WGEN_TemGenStaV2,WGEN_TemGenStaW3,WGEN_GenCoolAirTem,WNAC_WindSpeed,WNAC_WindDirection,WNAC_TemOut,WNAC_TemNacelleCab,WNAC_TemNacelleCabOut,WVIB_VibrationLFil,WVIB_VibrationVFil,WYAW_YawPosition,WYAW_Brake_Pressure,WTOW_TemTowerCab,WTRM_RotorSpd,WTRM_PowerStoreTRBS,WTRM_TemMainBearing,WTRM_TemMainBearing2,WGEN_GenActivePW,WGEN_GenReactivePW,WGEN_GenSpd,WGEN_Torque,WGEN_TorqueSetpoint
2022-04-09 00:50:00,35.76416666666667,38.58083333333334,36.235,34.90416666666667,35.0,35.16,27.10000000000001,27.666666666666668,27.345,31.35,32.0225,29.92083333333333,59.33841666666667,59.51999999999999,59.4785,0.0,0.0,0.0,88.97,89.02,89.01000000000002,33.8,38.0,36.0,47.27666666666666,45.87166666666666,44.21333333333333,-3.926833333333333,34.99166666666667,850.0,-1.215,2.1558333333333337,41093792.0,35.27833333333333,35.648333333333326,48.9975,48.8575,48.11166666666667,850.0,850.0,850.0,33.280833333333334,2.70625,152.36791666666664,22.85916666666667,26.004166666666663,25.19333333333334,8.33333333333e-05,0.0,-3.937833333333334,148.88166666666666,26.004166666666663,0.0146666666666666,141.84666666666666,30.936666666666667,34.37416666666666,0.0,0.0,0.5616666666666664,0.0,0.0
2022-04-09 01:00:00,36.11092436974791,38.24537815126051,36.13697478991597,35.01848739495798,34.910924369747896,35.155462184873954,27.691596638655465,28.227731092436976,27.840336134453786,31.34705882352941,31.909243697479,30.33361344537815,59.3257142857143,59.51193277310923,59.43739495798319,6.722689075630252,6.1344537815126055,6.974789915966387,56.23983193277311,56.26924369747898,56.2618487394958,35.285714285714285,38.48739495798319,36.45378151260504,47.847058823529416,46.03865546218488,44.07142857142858,-3.926386554621849,35.168907563025215,850.0,21.76134453781512,-11.21327731092437,41093792.40336134,35.28403361344538,35.55630252100841,48.78487394957984,48.62016806722689,47.971428571428575,850.0,850.0,850.0,33.50924369747899,3.572773109243698,179.19336134453783,22.525210084033613,25.699159663865544,25.091596638655464,0.0005882352941176,-0.0001680672268907,-25.66714285714286,150.91403361344538,25.699159663865544,3.24781512605042,142.64899159663864,30.79747899159664,34.26218487394958,27.26050420168067,1.1260504201680672,327.7436974789916,2.9722689075630253,2.9830252100840333
2022-04-09 01:10:00,36.19166666666667,37.736666666666665,36.30833333333333,35.1,34.982499999999995,35.29,27.760000000000005,28.28583333333333,27.964166666666664,31.941666666666663,32.54083333333333,31.24333333333333,59.354000000000006,59.51949999999999,59.4295,0.0,0.0,0.0,0.0299999999999999,0.0299999999999999,0.02,35.0,39.66666666666666,37.13333333333333,48.26166666666667,49.86666666666667,46.47833333333334,-3.9268333333333336,40.6625,850.0,76.61999999999999,-53.33425,41093804.53333333,35.605000000000004,35.884166666666665,51.70416666666666,51.50500000000001,51.35666666666667,850.0,850.0,850.0,41.225,3.55575,176.04899999999995,22.54583333333333,25.349166666666665,25.063333333333336,8.33333333333e-05,-0.0001666666666666,-26.05325,150.65558333333334,25.349166666666665,10.384416666666665,142.1895,30.70583333333333,34.26583333333333,93.04583333333336,4.3925,1050.2075,10.148166666666668,10.158916666666666
2022-04-09 01:20:00,36.34285714285714,37.60084033613445,36.47563025210084,35.107563025210084,35.0,35.3,27.589075630252097,28.09579831932773,27.8,32.30924369747899,32.95378151260504,31.65042016806723,59.33781512605044,59.52,59.43781512605042,0.0,0.0,0.0,0.03,0.03,0.02,35.0,39.22689075630253,37.22689075630253,49.58655462184873,51.84201680672269,49.126050420168056,-3.923697478991597,44.90252100840336,850.0,70.19495798319328,-52.4572268907563,41093816.63865546,36.404201680672266,36.59411764705882,55.27058823529411,54.971428571428575,55.25462184873949,850.0,850.0,850.0,45.70168067226891,3.5508403361344536,179.84294117647056,22.285714285714285,25.045378151260504,25.217647058823527,0.0,-0.0002521008403361,-34.527647058823526,150.67798319327727,25.045378151260508,10.391848739495796,140.41899159663865,30.72436974789916,34.50336134453782,87.25126050420168,4.919327731092438,1049.89243697479,9.52915966386555,9.55890756302521
2022-04-09 01:30:00,36.49173553719008,37.5,36.5,35.11818181818182,35.0,35.3,27.569421487603304,28.01157024793389,27.8,32.300826446280986,33.034710743801654,31.723140495867767,59.35,59.51999999999999,59.4495867768595,0.0,0.0,0.0,0.03,0.0299999999999999,0.02,35.0,38.0,36.0,50.1,52.498347107438015,50.2512396694215,-3.935371900826447,46.24793388429753,850.0,53.28099173553719,-54.02661157024794,41093825.38842975,37.03553719008264,37.37107438016529,57.9702479338843,57.33305785123967,58.26694214876032,850.0,850.0,850.0,48.17190082644628,3.0763636363636366,189.1276033057851,22.09669421487603,24.86198347107438,25.381818181818183,0.0,0.0,-52.31000000000001,150.39933884297523,24.86198347107438,10.373223140495869,142.23322314049588,30.79586776859504,34.71735537190083,71.33553719008265,11.065289256198348,1049.3082644628098,7.541487603305784,7.447438016528926
2022-04-09 01:40:00,36.54661016949152,37.45677966101695,36.543220338983055,35.19322033898306,35.000847457627124,35.3,27.5,28.0,27.773728813559323,32.40677966101695,33.0542372881356,31.8864406779661,59.348220338983054,59.51999999999999,59.46355932203389,0.0,0.0,0.0,0.03,0.03,0.0199999999999999,35.0,38.0,36.0,50.78305084745763,52.8322033898305,50.849152542372885,-3.93135593220339,46.95677966101695,850.0,47.90338983050847,-56.33457627118644,41093834.50847457,37.97118644067797,38.3771186440678,61.21949152542373,60.94661016949152,61.65,850.0,850.0,850.0,51.07203389830509,3.437542372881357,177.2027966101695,22.23559322033898,24.61186440677966,25.725423728813563,0.0038135593220338,-0.0012711864406779,-48.17618644067797,150.4076271186441,24.61186440677966,10.423050847457628,142.77228813559324,30.8,34.98813559322034,66.17372881355934,7.8118644067796605,1050.207627118644,7.163389830508474,7.194915254237289
2022-04-09 01:50:00,36.69915966386554,37.35966386554621,36.61932773109243,35.3,35.069747899159665,35.3,27.5,28.0,27.740336134453777,32.417647058823526,33.056302521008405,32.0,59.33428571428573,59.52,59.45302521008404,0.0,0.0,0.0,0.03,0.03,0.02,33.16806722689076,38.0,36.01680672268908,51.38319327731092,53.77899159663866,51.71176470588235,-3.92453781512605,47.74705882352941,850.0,69.0403361344538,-53.550756302521,41093843.96638656,39.02016806722689,39.61932773109243,64.50336134453781,64.12689075630253,64.85042016806722,850.0,850.0,850.0,53.90840336134454,3.625210084033614,177.33579831932772,22.550420168067227,24.31344537815126,25.84537815126051,0.003781512605042,-0.0023529411764705,-47.65478991596639,150.78268907563026,24.313445378151258,10.390672268907563,143.868487394958,30.800000000000008,35.1983193277311,85.25462184873949,4.1109243697479,1050.1294117647058,9.300420168067228,9.403697478991598
2022-04-09 02:00:00,36.79747899159664,37.36302521008403,36.748739495798326,35.3,35.1,35.3,27.5,28.0,27.700000000000003,32.404201680672266,33.07983193277312,32.003361344537815,59.335378151260514,59.52,59.44739495798321,0.0,0.0,0.0,0.0299999999999999,0.0299999999999999,0.02,34.831932773109244,38.0,36.85714285714285,51.97478991596638,54.90588235294117,52.81008403361344,-3.928571428571428,48.32268907563026,850.0,115.5327731092437,-55.622347826086944,41093858.084033616,39.969747899159664,40.84117647058823,67.49411764705883,67.12436974789917,67.93949579831933,850.0,850.0,850.0,55.72857142857143,4.14327731092437,180.56126050420167,22.58823529411765,24.15966386554622,25.78235294117647,0.0010084033613445,-0.0021008403361344,-49.40428571428571,150.56529411764706,24.15966386554621,10.436638655462184,142.62537815126052,30.8,35.36974789915966,130.9378151260504,7.568067226890756,1054.4168067226892,14.16,14.35218487394958
2022-04-09 02:10:00,36.8,37.35833333333333,36.79,35.3,35.10000000000001,35.325,27.5,27.925,27.7,32.40416666666667,33.07083333333333,31.94666666666667,59.336083333333335,59.51999999999999,59.4275,0.0,0.0,0.0,0.0299999999999999,0.0299999999999999,0.02,35.0,38.0,37.15,52.774166666666666,56.344166666666666,54.66416666666667,-3.926166666666667,48.14916666666667,850.0,145.235,-64.10244444444444,41093882.4,40.8325,42.04333333333333,69.75499999999998,69.34333333333332,70.3325,850.0,850.0,850.0,46.825833333333335,4.557583333333333,182.7995833333333,22.80166666666667,23.932500000000005,24.25333333333333,0.0015833333333333,-0.0018333333333333,-47.90058333333333,150.81674999999998,23.9325,10.737333333333334,142.73525,30.8,35.51833333333333,164.36583333333334,7.531666666666666,1086.1191666666668,17.247583333333335,17.28308333333333
2022-04-09 02:20:00,36.888333333333335,37.3,36.73166666666667,35.3,35.1,35.35583333333332,27.49416666666667,27.9,27.66,32.4075,33.08416666666667,31.83333333333333,59.331,59.51999999999999,59.42550000000001,0.0,0.0,0.0,0.03,0.0299999999999999,0.0199999999999999,35.0,38.0,37.43333333333333,53.855,57.895833333333336,56.71416666666667,-3.928,48.115,850.0,225.96000000000004,-72.49833333333333,41093910.6,41.0375,42.61999999999999,69.02166666666668,68.57083333333334,69.75166666666668,850.0,850.0,850.0,38.09916666666666,5.341750000000001,179.2245,22.915000000000003,23.68416666666667,23.076666666666664,0.0030833333333333,-0.00325,-42.75608333333333,150.23191666666668,23.68416666666667,12.089,144.59150000000002,30.8,35.5,237.27,4.104166666666667,1221.9166666666667,22.2065,22.335
