datatime,WROT_TemAxis1Ctrl,WROT_TemAxis2Ctrl,WROT_TemAxis3Ctrl,WROT_PtCapTemBl1,WROT_PtCapTemBl2,WROT_PtCapTemBl3,WROT_TemB1Mot,WROT_TemB2Mot,WROT_TemB3Mot,WROT_TemHub,WROT_TemHub2,WROT_TemHub3,WROT_Pitch1CapHighVol,WROT_Pitch2CapHighVol,WROT_Pitch3CapHighVol,WROT_CurBlade1Motor,WROT_CurBlade2Motor,WROT_CurBlade3Motor,WROT_Blade1Position,WROT_Blade2Position,WROT_Blade3Position,WROT_TemBlade1Inver,WROT_TemBlade2Inver,WROT_TemBlade3Inver,WTRM_TemGeaOil,WTRM_TemGeaMSDE,WTRM_TemGeaZSDE,WTRM_GBoxOilPmpP,WTRM_TemGBoxOilE,WCNV_GridPPower,WCNV_GridQPower,WWPP_APProduction,WGEN_TemGenDriEnd,WGEN_TemGenNonDE,WGEN_TemGenStaU,WGEN_TemGenStaV,WGEN_TemGenStaW,WGEN_TemGenStaU2,WGEN_TemGenStaV2,WGEN_TemGenStaW3,WGEN_GenCoolAirTem,WNAC_WindSpeed,WNAC_WindDirection,WNAC_TemOut,WNAC_TemNacelleCab,WNAC_TemNacelleCabOut,WVIB_VibrationLFil,WVIB_VibrationVFil,WYAW_YawPosition,WYAW_Brake_Pressure,WTOW_TemTowerCab,WTRM_RotorSpd,WTRM_PowerStoreTRBS,WTRM_TemMainBearing,WTRM_TemMainBearing2,WGEN_GenActivePW,WGEN_GenReactivePW,WGEN_GenSpd,WGEN_Torque,WGEN_TorqueSetpoint
2022-04-01 00:00:00,,,,,,,,,,,27.8,26.800000000000004,,,,0.0,0.0,0.0,0.0199999999999999,0.0199999999999999,0.0099999999999999,,,,49.53157894736842,56.81578947368421,60.60526315789474,-3.939,41.46842105263158,345.31578947368416,-53.66262499999999,,35.66842105263157,43.078947368421055,,,,51.178947368421056,850.0,850.0,33.83157894736843,0.0,,,,,0.0,0.0,,149.78057894736844,,,136.67363157894738,,,350.8421052631579,-0.1578947368421052,1399.7315789473682,28.37263157894737,28.376263157894737
2022-04-01 00:10:00,,,,,,,,,,,27.800000000000004,26.800000000000004,,,,0.0,0.0,0.0,0.0199999999999999,0.02,0.0099999999999999,,,,50.55,57.80499999999999,61.67999999999999,-3.9419999999999993,42.19499999999999,272.34000000000003,-53.55638888888889,,36.275,43.665000000000006,,,,51.185,850.0,850.0,33.715,0.0,,,,,0.0,0.0,,149.23739999999998,,,136.52675,,,279.3,-0.4,1297.83,24.4435,24.21965
2022-04-01 00:20:00,,,,,,,,,,,27.735000000000003,26.800000000000004,,,,1.5,2.0,5.5,0.075,0.0755,0.071,,,,51.46999999999999,59.81,63.845000000000006,-3.94105,42.75,529.17,-77.20608333333334,,36.78,44.155,,,,52.30499999999999,850.0,850.0,34.895,0.0,,,,,0.0,0.0,,149.81734999999998,,,140.11255,,,531.85,-0.5,1596.48,37.401500000000006,37.367
2022-04-01 00:30:00,,,,,,,,,,,27.73,26.800000000000004,,,,0.0,0.0,0.0,0.0499999999999999,0.0399999999999999,0.0399999999999999,,,,53.43499999999999,62.125,66.885,-3.9391,43.445,422.16,-58.57158823529412,,37.73,45.015,,,,53.625,850.0,850.0,35.43,0.0,,,,,0.0,0.0,,150.9465,,,143.16405,,,426.7,-0.45,1477.6250000000002,31.993,31.942699999999995
2022-04-01 00:40:00,,,,,,,,,,,27.72,26.76,,,,0.0,0.0,0.0,0.0499999999999999,0.0399999999999999,0.0399999999999999,,,,53.04,57.755,60.29,-3.94005,44.13000000000001,60.21,-21.85955,,37.975,45.145,,,,52.11999999999999,850.0,850.0,32.485,0.0,,,,,0.0,0.0,,151.00759999999997,,,140.7533,,,66.1,-0.35,1067.535,7.437499999999998,7.38065
2022-04-01 00:50:00,,,,,,,,,,,27.7,26.7,,,,0.0,0.0,0.0,0.0499999999999999,0.0399999999999999,0.0399999999999999,,,,51.375000000000014,54.00500000000001,54.12499999999999,-3.941,43.48,36.39,-20.92565,,37.565000000000005,44.465,,,,51.24000000000001,850.0,850.0,31.115,0.0,,,,,0.0,0.0,,150.977,,,138.57114999999996,,,42.55,-0.65,1050.13,5.2955,5.24485
2022-04-01 01:00:00,,,,,,,,,,,27.695,26.7,,,,0.0,0.0,0.0,0.0499999999999999,0.0399999999999999,0.0399999999999999,,,,50.315,52.510000000000005,52.075,-3.94105,42.535,20.130000000000003,-9.27405,,37.040000000000006,43.690000000000005,,,,50.715,850.0,850.0,30.55,0.0,,,,,0.0,0.0,,150.16825,,,136.70975,,,25.4,-0.5,1050.255,3.5460000000000003,3.5279500000000006
2022-04-01 01:10:00,,,,,,,,,,,27.61,26.62,,,,0.0,0.0,0.0,0.0499999999999999,0.0399999999999999,0.0399999999999999,,,,50.080000000000005,52.86999999999999,52.475,-3.9391,41.885000000000005,121.77,-36.69235,,36.46500000000001,42.96499999999999,,,,50.51,850.0,850.0,30.52500000000001,0.0,,,,,0.0,0.0,,149.4206,,,136.17540000000002,,,128.95,-0.2,1072.0300000000002,14.0555,14.00895
2022-04-01 01:20:00,,,,,,,,,,,27.29,26.355,,,,2.0,3.0,2.5,65.623,65.64099999999999,65.6415,,,,49.57000000000001,51.55,51.245000000000005,-3.94005,41.65,2.58,-0.7334999999999999,,36.045,42.115,,,,49.870000000000005,850.0,850.0,29.49,0.0,,,,,0.0,0.0,,151.1297,,,143.9272,,,3.85,-0.5,296.815,0.6609999999999999,0.6524500000000001
2022-04-01 01:30:00,,,,,,,,,,,26.880000000000003,25.605,,,,0.0,0.0,0.0,88.98,89.01,89.01,,,,48.945,49.93000000000001,49.555,-3.94015,39.915,0.0,0.0,,35.59,40.185,,,,49.215,850.0,850.0,28.045,0.0,,,,,0.0,0.0,,150.214,,,142.34005,,,0.0,0.0,0.8049999999999999,0.0,0.0
