datatime,WROT_TemAxis1Ctrl,WROT_TemAxis2Ctrl,WROT_TemAxis3Ctrl,WROT_PtCapTemBl1,WROT_PtCapTemBl2,WROT_PtCapTemBl3,WROT_TemB1Mot,WROT_TemB2Mot,WROT_TemB3Mot,WROT_TemHub,WROT_TemHub2,WROT_TemHub3,WROT_Pitch1CapHighVol,WROT_Pitch2CapHighVol,WROT_Pitch3CapHighVol,WROT_CurBlade1Motor,WROT_CurBlade2Motor,WROT_CurBlade3Motor,WROT_Blade1Position,WROT_Blade2Position,WROT_Blade3Position,WROT_TemBlade1Inver,WROT_TemBlade2Inver,WROT_TemBlade3Inver,WTRM_TemGeaOil,WTRM_TemGeaMSDE,WTRM_TemGeaZSDE,WTRM_GBoxOilPmpP,WTRM_TemGBoxOilE,WCNV_GridPPower,WCNV_GridQPower,WWPP_APProduction,WGEN_TemGenDriEnd,WGEN_TemGenNonDE,WGEN_TemGenStaU,WGEN_TemGenStaV,WGEN_TemGenStaW,WGEN_TemGenStaU2,WGEN_TemGenStaV2,WGEN_TemGenStaW3,WGEN_GenCoolAirTem,WNAC_WindSpeed,WNAC_WindDirection,WNAC_TemOut,WNAC_TemNacelleCab,WNAC_TemNacelleCabOut,WVIB_VibrationLFil,WVIB_VibrationVFil,WYAW_YawPosition,WYAW_Brake_Pressure,WTOW_TemTowerCab,WTOW_TemTower,WTRM_RotorSpd,WTRM_PowerStoreTRBS,WTRM_TemMainBearing,WTRM_TemMainBearing2,WGEN_GenActivePW,WGEN_GenReactivePW,WGEN_GenSpd,WGEN_Torque,WGEN_TorqueSetpoint
2022-04-01 00:00:00,45.0,46.0,42.0,36.6,38.1875,36.825,38.9,38.0875,55.85,35.3375,38.1375,36.875,59.39999999999999,59.290000000000006,59.39999999999999,0.0,0.0,0.0,0.0499999999999999,0.04,0.04,45.0,46.0,42.0,61.18750000000001,68.55,64.55000000000001,-3.980468299999999,50.00000000000001,160.87501124999997,,45951792.0,39.475,43.25,51.1,53.075,51.3875,50.68750000000001,49.75000000000001,850.0,37.3625,4.825890287499999,189.41007625,38.9875,29.975,28.687500000000004,0.0041657745875,0.0042268217111249,188.72855,172.49252,30.800000000000004,30.7,11.2732324375,138.61697,30.450000000000003,39.65,161.36249999999998,0.7,1128.9125,15.575,15.661171875
2022-04-01 00:10:00,42.5,43.5,40.75,36.6,38.2,36.8125,35.8875,35.162499999999994,52.525,34.8125,37.475,36.3375,59.39999999999999,59.30500000000001,59.39999999999999,0.0,0.0,0.0,0.0499999999999999,0.04,0.04,42.5,43.5,40.75,60.02499999999999,65.25,62.900000000000006,-3.980468299999999,50.1875,212.2500095,,45951821.0,39.0625,43.0125,49.4625,51.5,49.7875,49.08749999999999,48.1875,850.0,36.8375,5.180728125,189.19034125,38.8375,29.9,28.7625,0.00447096823,0.0036164402549999,196.901655,172.49252,30.725,30.6,11.8164445,142.05030374999998,30.5,39.6,212.87500000000003,-1.1375,1184.1999999999998,20.0425,20.017140375
2022-04-01 00:20:00,42.0,42.333333333333336,39.0,36.6,38.11111111111112,36.81111111111111,34.577777777777776,34.333333333333336,50.23333333333333,34.34444444444445,37.56666666666666,36.0,59.39999999999999,59.27666666666667,59.39999999999999,0.0,0.0,0.0,0.0499999999999999,0.04,0.04,42.0,42.333333333333336,39.0,59.96666666666667,65.01111111111112,62.8111111111111,-3.980468299999999,50.06666666666667,174.53334222222225,,45951854.66666666,38.8,42.7,48.67777777777778,50.66666666666667,48.988888888888894,48.31111111111111,47.477777777777774,850.0,36.51111111111111,4.8383078444444445,170.5325511111111,38.8,29.83333333333333,28.58888888888889,0.0021312024333333,0.0044641864765555,202.45518333333337,172.45861222222223,30.6,30.6,11.237864833333331,137.80314333333334,30.47777777777777,39.52222222222222,176.92222222222222,-0.2666666666666665,1123.888888888889,17.50333333333333,17.462408888888888
2022-04-01 00:30:00,40.888888888888886,42.11111111111112,39.0,36.6,38.15555555555556,36.81111111111111,34.22222222222222,34.06666666666667,48.28888888888889,34.011111111111106,37.72222222222222,35.65555555555556,59.39999999999999,59.27000000000001,59.39999999999999,0.0,0.0,0.0,0.0499999999999999,0.04,0.04,40.888888888888886,42.11111111111112,39.0,59.44444444444444,63.51111111111111,61.833333333333336,-3.980468299999999,49.922222222222224,123.20000133333332,,45951880.0,38.4,42.4,47.68888888888889,49.76666666666667,48.04444444444445,47.41111111111112,46.56666666666666,850.0,36.13333333333333,4.309310522222223,178.56013777777778,38.75555555555555,29.800000000000004,28.588888888888885,0.0072854464321111,0.0039758840765555,191.51060666666663,172.42470444444444,30.54444444444444,30.54444444444444,10.725153722222224,140.41417666666666,30.444444444444443,39.422222222222224,124.22222222222224,0.2,1074.222222222222,12.873333333333331,12.885802166666666
2022-04-01 00:40:00,40.0,41.25,38.5,36.6,38.1,36.8625,33.862500000000004,33.75,46.55,33.6625,37.6125,35.45,59.39999999999999,59.245000000000005,59.39999999999999,0.0,0.0,0.0,0.0499999999999999,0.04,0.04,40.0,41.25,38.5,58.45,60.81249999999999,59.725,-3.9780268,49.35,45.75000075000001,-5.244701362500001,45951891.5,38.0,42.0625,46.5125,48.6875,46.8875,46.375,45.4875,850.0,35.912499999999994,3.6579980875,189.21232,38.712500000000006,29.775,29.0125,0.0065462289875,0.00386059283,203.06586125,172.4162275,30.4875,30.525,10.487075375,141.32549375000002,30.4125,39.2625,47.9125,-0.2749999999999999,1049.4125,5.09625,5.0663017125000005
2022-04-01 00:50:00,39.0,41.0,37.0,36.60000000000001,38.10000000000001,36.85,33.510000000000005,33.42,45.07000000000001,33.510000000000005,37.55,35.15,59.39999999999999,59.236,59.39999999999999,0.0,0.0,0.0,0.0499999999999999,0.0399999999999999,0.0399999999999999,39.0,41.0,37.0,57.55,59.24,58.38000000000001,-3.9746087,48.540000000000006,54.720001300000014,,45951898.4,37.63000000000001,41.67,45.78000000000001,47.96,46.2,45.65,44.77,850.0,35.57,3.75075897,174.31000699999998,38.74,29.68,28.85,0.00426344395,0.00489821909,207.16423,172.40096899999998,30.39,30.49,10.49177525,139.593563,30.4,39.11000000000001,56.42,-0.16,1049.95,6.067,6.0973554100000005
2022-04-01 01:00:00,40.0,41.0,36.8,36.60000000000001,38.06,36.86,33.21,33.1,43.73,33.309999999999995,37.33,34.94,59.39999999999999,59.242,59.39999999999999,0.0,0.0,0.0,0.0499999999999999,0.0399999999999999,0.0399999999999999,40.0,41.0,36.8,57.19,59.290000000000006,58.5,-3.980468299999999,48.040000000000006,108.960002,,45951911.2,37.27,41.29,45.45,47.60000000000001,45.82000000000001,45.330000000000005,44.49,850.0,35.220000000000006,4.311794019999999,179.671504,38.760000000000005,29.62,28.68,0.0063142775899999,0.0042634391589,181.04881800000004,172.400969,30.320000000000004,30.41,10.4900664,140.264971,30.4,39.0,109.32,-0.04,1049.84,11.803,11.8191349
2022-04-01 01:10:00,39.77777777777778,41.0,37.0,36.6,38.0,36.833333333333336,32.888888888888886,32.78888888888889,42.56666666666667,33.13333333333333,37.13333333333333,34.71111111111112,59.39999999999999,59.23,59.39999999999999,0.0,0.0,0.0,0.0499999999999999,0.04,0.04,39.77777777777778,41.0,37.0,57.17777777777778,60.27777777777778,59.11111111111112,-3.978298077777777,47.86666666666666,152.26667111111112,,45951934.222222224,37.02222222222223,41.0,45.4,47.53333333333333,45.75555555555556,45.3,44.43333333333333,850.0,35.044444444444444,4.7265479555555565,173.85296444444447,38.8,29.6,28.53333333333333,0.0055492825111111,0.0029450258044444,181.0447677777778,172.49252,30.26666666666667,30.34444444444445,10.66248911111111,138.88825111111112,30.300000000000004,38.87777777777777,153.16666666666666,1.1222222222222222,1066.6555555555558,16.185555555555556,16.25580422222222
2022-04-01 01:20:00,39.8,40.8,37.0,36.60000000000001,38.0,36.86,32.55,32.5,41.42,33.04,37.010000000000005,34.529999999999994,59.39999999999999,59.242,59.39999999999999,0.0,0.0,0.0,0.0499999999999999,0.0399999999999999,0.0399999999999999,39.8,40.8,37.0,57.06,60.580000000000005,59.17,-3.9746087,47.75000000000001,124.6200041,,45951959.2,36.81,40.64,45.260000000000005,47.38,45.58999999999999,45.1,44.27,850.0,35.0,4.64930934,176.08545800000002,38.86,29.57,28.25,0.0048005629,0.003530988674,180.06380400000003,172.58407700000004,30.130000000000003,30.300000000000004,10.6165348,140.87534399999998,30.27,38.81999999999999,125.79,-0.4699999999999999,1061.82,13.330000000000002,13.295599200000002
2022-04-01 01:30:00,38.6,40.8,36.6,36.540000000000006,37.95,36.8,32.26,32.2,40.440000000000005,32.86,36.86999999999999,34.41,59.39999999999999,59.23,59.39999999999999,0.0,0.0,0.0,0.0499999999999999,0.0399999999999999,0.0399999999999999,38.6,40.8,36.6,56.32000000000001,58.76000000000001,57.41,-3.980468299999999,47.41000000000001,33.18000059999999,,45951972.4,36.59,40.41,44.61999999999999,46.81000000000001,45.05,44.53000000000001,43.68000000000001,850.0,34.94,3.22101644,181.464525,38.82,29.5,28.83,0.0046540785599999,0.0051911972899999,157.99422,172.58407700000004,30.08,30.26,10.4900661,138.769565,30.17,38.61,36.38,-0.23,1049.74,3.869,3.896263882999999
